row_type,factor,horizon,target,n,rank_ic,benchmark_model,benchmark_source_model,benchmark_rank_ic,benchmark_delta_ic,beta,nw_t_stat,nw_abs_t_stat,nw_p_value,hh_t_stat,hh_p_value,hh_covariance_psd,hh_fallback_to_nw,r2,aligned_target,beats_benchmark,nw_significant,hac_pass,decision_tag,decision_target,decision_reason,front_momentum_beta,front_momentum_nw_t_stat
factor,cochrane_piazzesi,6m,2s10s,2726,-0.22149989421592697,max_random_walk_momentum,momentum_3m,0.2869064216087201,-0.508406315824647,-0.2722966185169558,-1.6747763398955091,1.6747763398955091,0.09397812273528627,-1.42032698649534,0.1555125081424247,True,False,0.0713289972346457,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,cochrane_piazzesi,6m,5s30s,2726,-0.1207260166876032,max_random_walk_momentum,momentum_3m,0.1570380665735517,-0.2777640832611549,-0.13864860896118886,-0.8443429394020666,0.8443429394020666,0.3984777979771124,-0.7755580099759852,0.4380100012698561,True,False,0.01261952845844272,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,3m,2Y,2789,-0.12526656264503358,max_random_walk_momentum,momentum_3m,0.2216627906068823,-0.3469293532519159,-0.14451779828043274,-1.6927298093359835,1.6927298093359835,0.09050690847607137,-1.4006032320057578,0.16133275393601543,True,False,0.041938448146316976,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,3m,5Y,2789,-0.05402115461161825,max_random_walk_momentum,momentum_3m,0.0399416300246072,-0.09396278463622545,-0.0829234340606147,-0.9899429168801627,0.9899429168801627,0.3222020209374157,-0.8418156633702409,0.3998911430285137,True,False,0.015326038814229559,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,3m,10Y,2789,-0.04661120958298734,max_random_walk_momentum,momentum_3m,-0.0522321867169732,0.005620977133985863,-0.06945930623275468,-0.8612560526513682,0.8612560526513682,0.3890970344480872,-0.73241218440822,0.4639170241055081,True,False,0.01231409553904661,True,True,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,3m,30Y,2789,-0.06115799352581588,max_random_walk_momentum,momentum_3m,-0.1049854579096364,0.04382746438382052,-0.06442806096182059,-0.9105950652765376,0.9105950652765376,0.362508771560478,-0.7750645008330375,0.4383015468207513,True,False,0.013626134456617423,True,True,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,3m,2s10s,2789,,max_random_walk_momentum,momentum_3m,0.1473445018141901,,0.0,,,,,,True,False,0.0,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,3m,5s30s,2789,,max_random_walk_momentum,momentum_3m,0.1131401975231021,,0.0,,,,,,True,False,0.0,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,6m,2Y,2726,-0.10087987411936516,max_random_walk_momentum,momentum_3m,0.2488739252970503,-0.3497537994164155,-0.1692125794359035,-1.0244601882321105,1.0244601882321105,0.30561796584154294,-0.8987356927563337,0.368793460474142,True,False,0.023338047701338738,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,6m,5Y,2726,-0.0003078743483197785,max_random_walk_momentum,momentum_3m,0.0878780892125175,-0.08818596356083727,-0.05687803380652735,-0.38592702956102964,0.38592702956102964,0.6995507117573949,-0.3377135024753505,0.7355790984885323,True,False,0.003503769203858309,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,6m,10Y,2726,0.007775961366875356,max_random_walk_momentum,momentum_3m,0.0138729370559449,-0.006096975689069544,-0.032536222701616505,-0.24545848206860366,0.24545848206860366,0.8061014514721754,-0.2179089921238093,0.8275000207983776,True,False,0.00142340042513045,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,6m,30Y,2726,7.805483377030499e-05,max_random_walk_momentum,momentum_3m,-0.0308717433876035,0.030949798221373805,-0.025294670647231662,-0.22079675185627573,0.22079675185627573,0.8252506928143832,-0.19916009953001945,0.8421375101034169,True,False,0.0011688313872875167,True,True,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,6m,2s10s,2726,,max_random_walk_momentum,momentum_3m,0.2869064216087201,,0.0,,,,,,True,False,0.0,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_level,6m,5s30s,2726,,max_random_walk_momentum,momentum_3m,0.1570380665735517,,0.0,,,,,,True,False,0.0,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_slope,3m,2Y,2789,0.04286991115807383,max_random_walk_momentum,momentum_3m,0.2216627906068823,-0.17879287944880845,-0.052894536677607414,-0.5338117859916369,0.5338117859916369,0.593471758655914,-0.45873162178545696,0.6464269031545395,True,False,0.0031301883866006186,True,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_slope,3m,5Y,2789,0.029958711153095334,max_random_walk_momentum,momentum_3m,0.0399416300246072,-0.009982918871511863,-0.07622572528863504,-0.29618653902311276,0.29618653902311276,0.7670876282010978,-0.2618492785306445,0.7934376453384461,True,False,0.0010146591761514001,False,False,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_slope,3m,10Y,2789,-0.005391139981708136,max_random_walk_momentum,momentum_3m,-0.0522321867169732,0.04684104673526507,0.07835234808584671,0.41531583005709344,0.41531583005709344,0.677910714282301,0.3642356798664711,0.7156820255481947,True,False,0.00218255318284144,False,True,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
factor,ns_slope,3m,30Y,2789,0.01671011731317074,max_random_walk_momentum,momentum_3m,-0.1049854579096364,0.12169557522280713,0.048057523254090524,0.5688925622617913,0.5688925622617913,0.5694290531814266,0.4933088056307349,0.6217944074163866,True,False,0.0042240055062023885,False,True,False,False,fail,,no_aligned_target_beats_bar_with_nw_t_ge_2_both_horizons,,
